"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","cluster"
"86",2.83185840707965,0.55,0.15,1.8013698630137,0.076,3.28169014084507,2.08127208480565,0.9961,3.41,0.59,3.35384615384615,1
"87",4.1858407079646,0.49,0.28,1.61643835616438,0.11,3.40845070422535,5.13427561837456,0.9972,2.93,1.95,3.07692307692308,2
"88",3.46902654867257,0.49,0.26,1.61643835616438,0.062,2.01408450704225,1.79505300353357,0.9966,3.39,0.64,2.66153846153846,4
"89",4.74336283185841,0.39,0.44,1.73972602739726,0.107,5.1830985915493,4.78445229681979,0.9978,3.14,1.22,2.52307692307692,2
"90",2.91150442477876,0.62,0.08,1.55479452054795,0.076,1.88732394366197,1.57243816254417,0.9978,3.48,0.53,1.83076923076923,1
"91",3.6283185840708,0.52,0.26,1.61643835616438,0.079,6.19718309859155,5.26148409893993,0.9964,3.23,0.54,2.52307692307692,2
"92",4.1858407079646,0.49,0.28,1.61643835616438,0.11,3.40845070422535,5.13427561837456,0.9972,2.93,1.95,3.07692307692308,2
"93",4.1858407079646,0.49,0.29,1.67808219178082,0.11,3.28169014084507,5.03886925795053,0.9972,2.93,1.98,2.93846153846154,2
"94",3.46902654867257,0.49,0.26,1.61643835616438,0.062,2.01408450704225,1.79505300353357,0.9966,3.39,0.64,2.66153846153846,4
"95",1.31858407079646,1.02,0.04,1.30821917808219,0.045,6.07042253521127,3.51236749116608,0.9938,3.75,0.48,3.90769230769231,2
"96",1.07964601769912,0.6,0.17,1.86301369863014,0.058,3.02816901408451,4.18021201413428,0.9932,3.85,0.6,7.23076923076923,5
"97",2.75221238938053,0.775,0,2.29452054794521,0.102,1.88732394366197,1.54063604240283,0.9965,3.45,0.56,4.18461538461538,1
"98",2.91150442477876,0.5,0.25,1.67808219178082,0.07,1.25352112676056,1.50883392226148,0.9963,3.25,0.63,2.10769230769231,4
"99",3.38938053097345,0.9,0.06,1.98630136986301,0.079,1.50704225352113,1.12720848056537,0.9967,3.39,0.56,2.93846153846154,4
"100",3.78761061946903,0.545,0.18,1.61643835616438,0.08,2.52112676056338,1.92226148409894,0.9972,3.3,0.59,1.83076923076923,4
"101",3.94690265486726,0.61,0.3,1.73972602739726,0.084,2.26760563380282,2.39929328621908,0.9972,3.4,0.61,3.49230769230769,1
"102",3.54867256637168,0.5,0.3,1.61643835616438,0.075,1.88732394366197,1.50883392226148,0.9959,3.31,0.56,3.76923076923077,1
"103",3.78761061946903,0.545,0.18,1.61643835616438,0.08,2.52112676056338,1.92226148409894,0.9972,3.3,0.59,1.83076923076923,4
"104",3.78761061946903,0.575,0.22,1.73972602739726,0.077,2.3943661971831,2.87632508833922,0.9967,3.29,0.51,2.10769230769231,4
"105",3.07079646017699,0.49,0.24,1.8013698630137,0.07,1.50704225352113,1.95406360424028,0.996,3.33,0.48,2.38461538461538,4
"106",3.78761061946903,0.575,0.22,1.73972602739726,0.077,2.3943661971831,2.87632508833922,0.9967,3.29,0.51,2.10769230769231,4
"107",3.54867256637168,0.41,0.68,1.49315068493151,0.467,3.15492957746479,3.00353356890459,0.9973,3.08,1.31,2.24615384615385,2
"108",2.27433628318584,0.63,0.31,1.49315068493151,0.088,2.77464788732394,2.84452296819788,0.9969,3.46,0.79,2.24615384615385,2
"109",3.70796460176991,0.33,0.53,1.98630136986301,0.091,3.15492957746479,3.35335689045936,0.9976,3.37,0.8,2.66153846153846,2
"110",3.78761061946903,0.785,0.52,1.67808219178082,0.122,5.56338028169014,5.67491166077739,0.9969,3.21,0.69,2.24615384615385,2
"111",3.54867256637168,0.56,0.19,1.55479452054795,0.104,2.3943661971831,2.30388692579505,0.9964,3.19,0.93,2.52307692307692,4
"112",4.02654867256637,0.62,0.09,1.8013698630137,0.084,2.26760563380282,4.24381625441696,0.9964,3.15,0.66,2.93846153846154,2
"113",4.02654867256637,0.6,0.1,1.8013698630137,0.085,2.64788732394366,4.33922261484099,0.9964,3.15,0.66,2.93846153846154,2
"114",5.38053097345133,0.31,0.44,1.86301369863014,0.08,3.66197183098592,2.27208480565371,0.9988,3.32,0.67,2.8,2
"115",3.54867256637168,0.56,0.19,1.55479452054795,0.104,2.3943661971831,2.30388692579505,0.9964,3.19,0.93,2.52307692307692,4
"116",4.82300884955752,0.4,0.31,1.8013698630137,0.09,2.52112676056338,2.78091872791519,0.9966,3.07,0.63,3.90769230769231,1
"117",3.94690265486726,0.54,0.28,1.61643835616438,0.077,2.26760563380282,2.08127208480565,0.9978,3.39,0.61,3.21538461538462,1
"118",3.54867256637168,0.56,0.12,1.67808219178082,0.082,1.76056338028169,1.69964664310954,0.997,3.37,0.5,2.38461538461538,4
"119",4.34513274336283,0.55,0.04,1.8013698630137,0.119,2.64788732394366,2.59010600706714,0.9962,3.21,0.6,4.46153846153846,1
"120",2.91150442477876,0.69,0.08,1.55479452054795,0.097,3.66197183098592,3.63957597173145,0.9959,3.34,0.54,2.10769230769231,2
"121",3.15044247787611,1.07,0.09,1.49315068493151,0.178,2.14084507042254,3.63957597173145,0.9962,3.3,0.57,1.83076923076923,4
"122",4.34513274336283,0.55,0.04,1.8013698630137,0.119,2.64788732394366,2.59010600706714,0.9962,3.21,0.6,4.46153846153846,1
"123",3.15044247787611,0.695,0,1.98630136986301,0.075,1.25352112676056,1.2226148409894,0.998,3.49,0.52,2.10769230769231,4
"124",3.70796460176991,0.71,0,2.04794520547945,0.08,2.26760563380282,1.8904593639576,0.9976,3.44,0.53,2.52307692307692,4
"125",3.54867256637168,0.5,0.17,1.43150684931507,0.082,3.53521126760563,4.0530035335689,0.996,3.39,0.48,2.52307692307692,2
"126",4.50442477876106,0.62,0.04,1.61643835616438,0.146,4.29577464788732,3.67137809187279,0.9984,3.16,0.7,2.38461538461538,2
"127",3.86725663716814,1.33,0,1.49315068493151,0.081,1.25352112676056,1.19081272084806,0.9964,3.53,0.49,4.46153846153846,5
"128",3.78761061946903,1.33,0,1.55479452054795,0.082,1.25352112676056,1.19081272084806,0.9964,3.54,0.48,4.46153846153846,5
"129",3.70796460176991,0.59,0.16,1.55479452054795,0.065,1.25352112676056,1.31802120141343,0.9962,3.42,0.92,3.90769230769231,1
"130",2.19469026548673,0.38,0.15,1.55479452054795,0.072,1.63380281690141,1.41342756183746,0.9955,3.42,0.57,2.38461538461538,1
"131",3.70796460176991,0.745,0.56,1.67808219178082,0.118,4.67605633802817,5.07067137809187,0.9968,3.24,0.66,2.38461538461538,2
"132",1.79646017699115,0.5,0.09,1.86301369863014,0.049,3.02816901408451,3.95759717314488,0.9937,3.63,0.63,7.36923076923077,5
"133",1.79646017699115,0.5,0.09,1.86301369863014,0.049,3.02816901408451,3.95759717314488,0.9937,3.63,0.63,7.36923076923077,5
"134",2.5929203539823,0.5,0.01,1.36986301369863,0.06,3.02816901408451,1.63604240282686,0.9952,3.4,0.58,2.93846153846154,1
"135",3.6283185840708,1.04,0.05,1.8013698630137,0.084,2.52112676056338,1.73144876325088,0.9959,3.22,0.55,3.07692307692308,1
"136",4.02654867256637,0.745,0.11,1.61643835616438,0.09,2.90140845070423,2.81272084805654,0.9965,3.19,0.82,2.66153846153846,2
"137",3.94690265486726,0.715,0.15,1.55479452054795,0.089,2.14084507042254,2.46289752650177,0.9968,3.23,0.77,2.52307692307692,4
"138",3.07079646017699,0.415,0.36,1.67808219178082,0.081,2.52112676056338,2.24028268551237,0.9972,3.48,0.64,2.10769230769231,1
"139",3.54867256637168,0.56,0.19,1.73972602739726,0.081,2.77464788732394,4.14840989399293,0.9962,3.33,0.54,2.52307692307692,2
"140",3.54867256637168,0.56,0.19,1.67808219178082,0.081,3.02816901408451,4.24381625441696,0.9962,3.32,0.54,2.52307692307692,2
"141",4.02654867256637,0.745,0.11,1.61643835616438,0.09,2.90140845070423,2.81272084805654,0.9965,3.19,0.82,2.66153846153846,2
"142",3.94690265486726,0.715,0.15,1.55479452054795,0.089,2.14084507042254,2.46289752650177,0.9968,3.23,0.77,2.52307692307692,4
"143",1.47787610619469,0.34,0,1.55479452054795,0.05,4.29577464788732,2.81272084805654,0.9916,3.68,0.79,8.75384615384615,5
"144",2.35398230088496,0.39,0.08,1.49315068493151,0.066,1.25352112676056,1.4452296819788,0.9954,3.34,0.58,2.38461538461538,1
"145",1.47787610619469,0.34,0,1.55479452054795,0.05,4.29577464788732,2.81272084805654,0.9916,3.68,0.79,8.75384615384615,5
"146",3.78761061946903,0.67,0.55,1.55479452054795,0.117,4.92957746478873,5.29328621908127,0.9968,3.17,0.62,2.38461538461538,2
"147",1.95575221238938,0.68,0.02,1.55479452054795,0.087,3.53521126760563,3.79858657243816,0.9944,3.54,0.52,3.21538461538462,2
"148",3.38938053097345,0.49,0.26,1.43150684931507,0.236,2.14084507042254,3.60777385159011,0.9968,3.11,0.8,2.24615384615385,2
"149",2.83185840707965,0.49,0.1,1.86301369863014,0.074,2.3943661971831,1.76325088339223,0.9959,3.42,0.58,3.49230769230769,1
"150",3.86725663716814,0.4,0.44,2.17123287671233,0.089,2.26760563380282,2.17667844522968,0.9975,3.53,0.61,3.90769230769231,1
"151",3.15044247787611,0.33,0.47,1.73972602739726,0.077,1.50704225352113,1.15901060070671,0.9958,3.33,0.53,3.63076923076923,1
"152",4.66371681415929,0.52,1,2.54109589041096,0.61,4.92957746478873,3.00353356890459,0.9996,2.74,2,2.38461538461538,2
"153",3.30973451327434,0.6,0.03,1.55479452054795,0.095,4.04225352112676,3.95759717314488,0.995,3.35,0.54,3.35384615384615,2
"154",3.30973451327434,0.6,0.03,1.55479452054795,0.095,4.04225352112676,3.95759717314488,0.995,3.35,0.54,3.35384615384615,2
"155",2.99115044247788,0.43,0.42,3.83561643835616,0.07,4.54929577464789,4.91166077738516,0.9973,3.42,0.72,3.90769230769231,2
"156",2.99115044247788,0.43,0.42,3.83561643835616,0.071,4.42253521126761,4.87985865724382,0.9973,3.42,0.71,3.90769230769231,2
"157",2.99115044247788,0.43,0.42,3.83561643835616,0.07,4.54929577464789,4.91166077738516,0.9973,3.42,0.72,3.90769230769231,2
"158",2.99115044247788,0.43,0.42,3.83561643835616,0.071,4.42253521126761,4.87985865724382,0.9973,3.42,0.71,3.90769230769231,2
"159",2.99115044247788,0.68,0,1.8013698630137,0.073,2.3943661971831,1.50883392226148,0.9969,3.48,0.5,2.24615384615385,1
"160",2.75221238938053,0.6,0.18,1.61643835616438,0.079,3.15492957746479,3.54416961130742,0.9968,3.59,0.57,2.24615384615385,2
"161",3.38938053097345,0.95,0.03,1.67808219178082,0.09,1.76056338028169,1.4452296819788,0.9959,3.2,0.56,2.66153846153846,4
"162",3.38938053097345,0.68,0.02,1.24657534246575,0.072,2.01408450704225,1.4452296819788,0.9965,3.17,1.08,2.10769230769231,4
"163",3.54867256637168,0.53,0.04,1.49315068493151,0.076,3.02816901408451,1.79505300353357,0.9964,3.33,0.56,3.21538461538462,1
"164",3.23008849557522,0.6,0.26,4.94520547945205,0.07,5.43661971830986,4.65724381625442,0.9982,3.37,0.49,2.38461538461538,2
"165",3.15044247787611,0.59,0.26,4.88356164383562,0.07,5.30985915492958,4.65724381625442,0.9981,3.37,0.49,2.38461538461538,2
"166",3.54867256637168,0.63,0.48,1.49315068493151,0.1,2.64788732394366,3.86219081272085,0.9961,3.19,0.62,2.52307692307692,2
"167",2.75221238938053,0.64,0.1,1.73972602739726,0.085,3.15492957746479,4.02120141342756,0.9956,3.34,0.52,3.49230769230769,1
"168",3.15044247787611,0.55,0.03,1.43150684931507,0.072,3.02816901408451,2.14487632508834,0.9956,3.37,0.48,1.83076923076923,1
"169",2.75221238938053,0.63,0.07,1.73972602739726,0.089,2.26760563380282,2.20848056537102,0.9953,3.47,0.55,3.76923076923077,1
"170",3.30973451327434,0.705,0.24,1.55479452054795,0.36,2.77464788732394,2.81272084805654,0.9964,3,1.59,2.52307692307692,2
"171",3.6283185840708,0.885,0.03,1.55479452054795,0.058,1.38028169014085,1.06360424028269,0.9972,3.36,0.33,1.96923076923077,4
"172",3.70796460176991,0.42,0.17,1.67808219178082,0.073,1.63380281690141,1.38162544169611,0.9972,3.29,0.61,2.10769230769231,4
"173",3.70796460176991,0.42,0.17,1.67808219178082,0.073,1.63380281690141,1.38162544169611,0.9972,3.29,0.61,2.10769230769231,4
"174",3.23008849557522,0.62,0.05,1.61643835616438,0.068,3.91549295774648,2.14487632508834,0.9961,3.42,0.57,5.29230769230769,1
"175",3.15044247787611,0.38,0.21,1.67808219178082,0.08,1.76056338028169,1.92226148409894,0.9961,3.33,0.47,2.52307692307692,4
"176",2.83185840707965,0.5,0.04,1.36986301369863,0.085,3.28169014084507,2.36749116607774,0.9958,3.35,0.78,2.52307692307692,2
"177",3.15044247787611,0.38,0.21,1.67808219178082,0.08,1.76056338028169,1.92226148409894,0.9961,3.33,0.47,2.52307692307692,4
"178",3.30973451327434,0.52,0.42,1.86301369863014,0.087,1.88732394366197,2.01766784452297,0.9972,3.58,0.61,3.90769230769231,1
"179",2.91150442477876,0.805,0,1.98630136986301,0.068,1.76056338028169,1.4452296819788,0.9969,3.48,0.56,2.66153846153846,1
"180",4.34513274336283,0.61,0.14,1.92465753424658,0.067,2.14084507042254,2.14487632508834,0.9969,3.19,0.59,2.52307692307692,4
"181",4.34513274336283,0.61,0.14,1.92465753424658,0.067,2.14084507042254,2.14487632508834,0.9969,3.19,0.59,2.52307692307692,4
"182",4.42477876106195,0.61,0.49,1.67808219178082,0.27,3.7887323943662,4.30742049469965,0.9972,3.12,1.02,2.24615384615385,2
"183",3.07079646017699,0.73,0.02,1.98630136986301,0.076,2.90140845070423,2.14487632508834,0.9972,3.44,0.52,2.24615384615385,1
"184",2.75221238938053,0.61,0.2,1.55479452054795,0.077,2.26760563380282,2.87632508833922,0.9971,3.54,0.58,2.24615384615385,1
"185",2.67256637168142,0.62,0.21,1.61643835616438,0.079,1.88732394366197,2.78091872791519,0.997,3.52,0.58,2.24615384615385,4
"186",4.42477876106195,0.31,0.57,1.67808219178082,0.111,4.16901408450704,3.51236749116608,0.9971,3.26,0.53,2.8,2
"187",3.23008849557522,0.39,0.48,1.67808219178082,0.082,2.64788732394366,2.93992932862191,0.9972,3.34,0.55,2.10769230769231,2
"188",3.46902654867257,0.705,0.1,2.04794520547945,0.084,2.01408450704225,1.63604240282686,0.9976,3.39,0.49,2.8,1
"189",3.6283185840708,0.5,0.33,1.67808219178082,0.084,2.77464788732394,5.35689045936396,0.9968,3.2,0.55,2.52307692307692,2
"190",3.6283185840708,0.49,0.32,1.61643835616438,0.082,3.02816901408451,5.3886925795053,0.9968,3.2,0.55,2.52307692307692,2
"191",3.86725663716814,0.5,0.35,2.23287671232877,0.077,3.53521126760563,4.84805653710247,0.9976,3.23,0.62,2.38461538461538,2
"192",2.43362831858407,0.37,0.25,1.61643835616438,0.074,3.53521126760563,2.36749116607774,0.9974,3.57,0.62,2.93846153846154,2
"193",2.75221238938053,0.63,0.12,2.78767123287671,0.099,2.90140845070423,4.81625441696113,0.9969,3.28,0.61,2.52307692307692,2
"194",3.38938053097345,0.55,0.21,1.8013698630137,0.071,1.76056338028169,1.69964664310954,0.9964,3.28,0.55,2.8,4
"195",3.38938053097345,0.55,0.21,1.8013698630137,0.071,1.76056338028169,1.69964664310954,0.9964,3.28,0.55,2.8,4
"196",3.54867256637168,0.59,0.33,1.67808219178082,0.074,3.91549295774648,4.62544169611307,0.9968,3.25,0.54,2.38461538461538,2
"197",3.15044247787611,0.58,0.3,1.92465753424658,0.074,2.77464788732394,2.5583038869258,0.9968,3.46,0.59,3.49230769230769,1
"198",6.49557522123894,0.3,0.6,1.67808219178082,0.067,2.3943661971831,1.6678445229682,0.9981,3.11,0.97,3.35384615384615,3
"199",1.63716814159292,0.835,0.08,1.18493150684932,0.046,2.52112676056338,3.76678445229682,0.9924,3.57,0.85,7.36923076923077,5
