,FA1,FA2,FA3,FA4,FA5
100,584.1803989,608.8036696,688.3729015,540.8122769,646.2835212
101,392.460907,708.8043514,607.5059636,357.3711161,676.545996
102,652.2601993,449.8864937,697.2968377,670.0815044,573.5267586
103,634.1057692,602.5737797,719.0581774,444.4565564,420.5712164
104,660.7217469,446.6650567,647.0441636,628.6467426,457.6608882
105,608.215524,620.3322594,736.6372819,462.0418754,309.5164143
106,689.602548,440.3304559,670.9488533,429.7609572,602.8748148
107,579.5573237,627.9074205,702.5453813,417.7459852,531.8216929
108,622.3094938,593.2477793,765.1353667,321.3879134,554.4350287
109,484.348669,657.1273421,701.3570001,410.3434917,653.1420936
110,278.5352499,326.2124701,826.322926,390.1490025,582.9702936
111,289.807306,304.0869158,808.5874436,535.3752425,624.9226167
112,630.9391999,554.1220024,738.4582271,643.5339202,335.4100732
113,470.5316723,676.0699118,605.7670623,308.3597586,644.3403801
114,281.73946,311.0856543,824.3149551,519.1240902,552.0826871
115,604.6548324,570.0388502,716.7641582,605.835465,657.5456181
116,652.7314111,507.908162,735.8633959,519.7265316,577.9422435
117,525.0073861,661.6047257,699.2242416,531.4640869,563.3398791
118,667.5754947,426.4530578,650.794307,293.6424842,643.1376992
119,677.7781706,552.5550254,726.2355149,328.7716607,373.054947
120,445.8722508,668.1270161,634.0481409,469.9696932,775.3393926
121,433.1468198,682.1627396,594.0025259,400.4570022,707.5096971
122,536.1097938,629.701441,728.8619713,634.5943856,678.6833817
123,273.0398368,311.7277884,801.8036953,550.9320221,601.7532524
124,627.5068943,547.0134964,680.9303046,539.8187119,492.1246374
125,636.4259765,568.1519839,654.2128754,402.1822582,412.3888793
126,455.2049007,689.0620889,643.0586163,520.3444343,651.3797802
127,667.858251,346.5786165,612.3743521,394.5736931,746.5952473
128,576.9747174,633.8379002,678.3841115,380.9170464,404.3996477
129,658.0204155,395.0122192,621.6989356,504.996895,661.3396651
130,601.8314607,422.7219967,632.5754362,651.5303363,711.9141894
131,674.2299273,415.639069,672.0630808,509.1430444,509.9199877
132,683.2043625,419.8925637,674.4921898,466.0032356,683.3642419
133,547.9221413,643.561291,650.7284565,429.9146392,598.1781909
134,402.4660561,698.2285775,586.1712986,340.2711521,701.4398046
135,538.6004783,639.664412,717.3701659,402.744365,595.7010933
136,282.4262794,316.52843,804.1211334,494.8721927,525.701153
137,561.9615887,633.318734,679.8424815,407.8992787,535.8902955
138,672.2446644,385.0233188,703.0070327,437.6811421,609.6505482
139,248.9681181,319.4718475,896.5806389,624.4783995,752.1999826
140,278.119514,304.7002881,788.298603,576.6156301,607.7850617
141,512.7082432,660.3666717,632.9066081,353.7522353,537.2431789
142,647.4414006,476.6883809,656.5303742,574.8236672,666.5974484
143,675.1231336,354.9988029,677.659465,536.3151762,683.7816945
144,280.5032561,311.9853988,893.6980021,485.6891889,613.8294971
145,670.8754111,429.0506342,654.7922593,558.787786,417.2742028
146,634.0203756,545.5993638,741.091428,554.8056295,529.3736999
147,686.9008094,484.2452442,661.1608586,466.2390496,366.914957
148,472.0897468,638.8075956,699.3596349,351.1420527,705.6483628
149,656.1151133,394.5540983,675.2007014,630.4079641,622.2759284
150,644.3647897,536.8012598,703.2678996,538.2416792,476.5999634
151,264.5436108,319.2266023,850.68397,520.3520836,647.5690885
152,635.768191,433.727246,662.8532723,657.2370795,479.2797139
153,576.5879622,629.9450408,696.1896379,337.2917652,449.6854758
154,641.6306842,542.4556398,670.1159068,483.8500003,514.0678743
155,487.0724786,658.9894885,692.018271,475.190556,639.0611269
156,482.8756792,651.3223143,683.0953295,437.4354876,635.5214373
157,651.6680459,396.0317138,625.8072974,531.2246252,687.8231109
158,640.3013682,590.2681335,703.349459,559.3875773,336.8809565
159,535.144582,642.9323386,707.6509064,546.0345196,640.066811
160,687.0135904,404.5829088,668.6724962,713.309549,438.71511
161,675.13949,392.9184212,609.2016136,295.7973813,632.4823011
162,630.4453294,478.389127,643.2998279,266.7412031,738.3156315
163,633.97266,524.3687685,711.6003241,570.9727901,582.6736042
164,678.9220494,407.7229818,657.8962396,223.5144078,607.3272764
165,276.8023059,322.0895461,865.9403518,531.8044287,673.8821086
166,272.1233997,322.5651511,863.6397833,586.6485176,620.9716119
167,716.1080688,377.1173143,677.9397899,438.6477928,520.3500121
168,662.8120946,399.9805944,689.0055863,522.9799371,700.4342983
169,296.8651136,313.5856348,871.5499609,572.6945173,645.9184818
170,583.6317688,592.383508,704.3422444,445.5830201,580.5224031
171,565.7051831,642.4104711,717.234621,377.9920251,549.388428
172,313.1415289,308.1635508,761.0104734,415.3568383,515.2257838
173,598.5025381,606.3681339,656.9447376,256.4066897,398.5585475
174,690.3185731,353.2787713,585.2219076,416.0022947,603.0351791
175,437.5605359,666.2859513,650.1096961,399.2075448,610.5858348
176,553.4053904,640.3136575,662.1687712,344.3223737,437.912091
177,695.5977133,428.3949772,656.4079669,596.8923145,389.2425375
178,494.308001,642.4464506,659.0173572,340.2361661,633.6671914
179,459.0825519,674.2866737,687.7320495,392.3065364,640.1782196
180,608.0343089,598.7475947,733.1031051,602.3586689,513.1546203
181,268.8529017,298.113485,833.2684339,589.4128973,650.432671
182,645.319946,546.7191088,699.0846985,584.6779534,360.5900815
183,695.2392751,432.617195,656.5006014,516.2370941,477.3572728
184,331.7123383,287.2001928,829.7306624,423.4657817,597.8994091
185,564.7034321,594.2920607,673.6226389,531.5366186,582.0771383
186,678.7231273,443.1170562,751.8789716,640.5528914,255.2038058
187,706.174709,365.3254894,695.9310367,593.6455632,478.0195318
188,575.4723001,610.7979771,684.8827007,491.6814563,677.5761378
189,677.0942206,487.0070024,748.6219738,430.2409946,550.1256538
190,591.3708898,627.0035851,714.8095071,411.1520163,468.5608448
191,273.1728622,307.1170203,904.5882715,511.7035558,641.0308882
192,707.8298485,328.2785928,691.7620379,600.682524,529.8018614
193,658.8452466,464.6683522,614.4318025,602.4012608,350.8687105
194,634.1694345,445.3566708,664.5570326,648.8537467,539.3318578
195,650.8601826,444.5162843,619.5745765,296.3133648,718.8410849
196,449.7282273,669.1652363,582.8824632,289.6524971,602.8678975
197,656.886446,426.9705259,626.6169797,483.9933062,697.3921213
198,614.7313129,546.9986858,643.9758008,450.2792437,549.882163
199,281.89087,294.9547758,833.7954639,556.5048405,616.9400928
200,614.0808295,436.0737853,647.0253854,588.3228759,725.9833643
201,655.8970481,408.0969508,613.7853526,546.9933435,660.3857546
202,644.8287388,428.5144999,645.9425298,601.8172349,605.0733361
203,679.5339415,476.5380372,655.542658,384.8535701,342.8344272
204,630.4742826,541.4166776,669.9684553,551.4563234,484.0484482
205,532.8847201,637.2343642,691.1802377,531.0608901,598.6775182
206,413.6113303,684.2035513,617.9806267,452.5944182,647.9692627
207,497.8668377,639.0325848,720.1361127,658.5206921,652.7006467
208,282.391056,298.2197556,760.7136262,521.9233022,574.269685
209,634.4577353,553.1941772,650.5762628,574.801351,613.8879637
210,537.1348688,637.0998843,683.8733101,335.6034521,613.7937436
211,310.2268824,307.3770436,752.4124464,457.3718771,544.508445
212,689.9882239,337.3274556,597.7004226,301.2630683,748.574555
213,647.9341249,438.7920979,605.5397041,601.8557345,587.0403551
214,691.1455851,401.9253836,623.1674885,549.5480385,410.8649723
215,519.1761281,661.0463267,650.2575793,318.1468275,414.2426871
216,671.0731819,423.119136,668.9385618,558.3441061,493.2504331
217,619.9791957,601.3854665,665.3157585,432.2261984,267.1585266
218,461.8200698,664.0377045,666.5531472,444.0543417,628.8490211
219,622.0366214,493.4042269,710.2877846,671.9823742,511.7363393
220,639.0887706,509.258944,719.6645052,660.7737722,478.1965834
221,563.2826662,585.4024435,665.3082108,500.5158133,785.6901995
222,558.5127701,633.2168397,680.4389655,347.4105375,550.8510874
223,600.7551504,506.9456838,725.7717237,684.5444182,563.8024023
224,456.3899746,670.5093317,648.8177955,364.5869708,648.0201981
225,507.1467497,642.4025332,695.7356167,578.1465278,725.1582523
226,514.0633783,651.0651173,668.1495834,568.9931796,636.4912842
227,473.5516714,696.1690386,650.3371874,448.827078,484.089839
228,604.057404,597.1419085,714.1631897,534.6065164,503.008942
229,649.8397046,462.8306861,690.3958614,638.1749829,544.1481537
230,664.9171897,391.5306967,613.6687828,334.0697026,728.2670054
231,532.0551433,592.3250649,675.1179197,601.1924038,743.7826109
232,626.8119222,612.3497084,646.8650686,261.3669491,321.5336019
233,611.4838558,557.3435138,653.0591839,620.3058301,452.3270849
234,637.0167278,427.0907181,633.858317,693.5560658,395.290635
235,265.4929649,308.7608881,810.8970219,472.1733267,639.2597425
236,649.0508695,443.2615013,681.2774592,621.9384484,524.7823103
237,562.7087034,587.3491393,673.6632659,461.0926851,762.1751843
238,660.3470051,454.6712675,641.2941049,606.9539391,523.1704532
239,535.1434033,657.9762618,674.0802132,439.7254681,490.6414688
240,641.277011,459.8009152,703.135304,589.1328505,558.6104643
241,659.2588927,494.6995928,681.3533867,471.786745,431.7102401
242,656.8172834,402.5093188,656.8826917,640.2820306,490.7604804
243,677.2990573,457.1553287,668.5657044,368.9314144,512.3436582
244,586.7737265,601.3566876,746.4091881,554.560652,602.7071498
245,267.7935925,322.0122993,801.6650018,516.7367832,566.0681276
246,429.5950449,701.5884441,632.4679533,430.6639838,596.7285168
247,487.7328159,658.011696,632.961847,295.3923096,626.9013696
248,269.7995064,342.1957558,868.0010396,573.7333807,685.0634657
249,531.2437166,648.1606956,665.086775,353.4227987,526.9947221
250,682.8411065,375.4372226,603.2016109,245.9931954,485.3458799
251,563.2845813,584.2018889,662.5744805,503.5214188,722.4758341
252,649.5909291,363.7459593,637.9739954,490.4725538,725.3506048
253,620.545331,570.373587,714.8781102,551.4796182,292.2491731
254,558.4738326,633.0176764,670.3217993,438.5427859,563.2053517
255,639.434418,569.5755499,642.0752315,436.8147681,511.9215385
256,554.9810434,637.5244627,693.204111,492.4247363,526.7412991
257,650.7967595,443.0410884,693.6410761,544.8319387,618.8832378
258,679.2616052,353.954213,650.8622168,510.7199548,644.4212813
259,291.455278,311.29647,836.5529998,455.9874034,439.4210855
260,582.5224141,585.1764175,709.7462663,498.4905705,692.1441981
261,602.3447993,567.0609551,732.4776687,622.0979427,464.8813349
262,679.6632206,386.9118007,635.0740534,415.6903734,666.7974367
263,289.0866812,318.6506036,913.3237935,568.0306026,674.6137931
264,271.2777772,304.2440713,807.3391002,546.6809325,529.9450969
265,615.0208312,541.1131014,755.5167452,623.2589784,571.6353727
266,607.6240281,565.6573074,743.5257027,439.1464572,572.5378065
267,631.3845503,517.1844116,742.0500793,589.9959465,434.8601806
268,537.4527782,653.310533,676.966126,464.7477455,530.3944012
269,589.5875337,598.7398703,753.7787814,593.8235024,459.7046641
270,273.974112,304.1423442,839.2193381,509.7993205,537.2491065
271,467.1684096,676.3933974,623.1541041,385.865584,569.262977
272,675.5262959,354.4122227,624.9462846,239.5995946,691.8782445
273,616.0136764,596.5598874,702.6342333,510.0123027,367.6510184
274,287.1510671,317.6782165,842.0611201,451.3261524,541.3620419
275,668.7779333,446.1907179,705.6448153,575.3228682,471.8070932
276,647.1004401,407.6890942,664.4375074,702.8368374,565.2169235
277,481.191105,673.8840337,681.4457316,445.3916194,584.8173482
278,323.9756847,299.2652408,843.3213949,536.6623118,523.5660358
279,716.6492237,411.4865669,649.7350366,409.1392292,300.0907828
280,594.9597747,585.7631403,718.8090642,561.0597987,547.8635935
281,718.7102867,372.7317844,652.6337171,476.9351313,483.2774247
282,279.5641945,323.7647865,846.7641179,544.5477901,534.9494777
283,502.8153113,669.0799941,614.0110093,191.7698004,275.7169244
284,539.5315797,655.9222339,676.4647057,572.1748477,576.4992101
285,665.030766,580.4893459,706.571605,394.6205757,129.6383675
286,585.5193954,606.1507718,753.6475072,455.8955358,368.7290842
287,665.9823207,497.4112824,740.0373114,526.7441343,99.83255002
288,292.2503891,322.160226,844.9863981,531.535675,622.8272078
289,661.0547488,371.7633621,617.52698,635.942389,607.799287
290,585.218496,587.6413213,722.6706259,483.4603634,693.6026795
291,627.4853666,548.4193466,627.4502813,559.6114775,470.8768769
292,666.923821,400.5297648,670.2541911,546.8409483,515.7854016
293,447.8754334,665.4842234,583.3863698,247.1583256,518.3775153
294,688.635229,407.1105424,569.9881545,492.4617262,577.0816031
295,608.9946298,586.470412,686.1915457,540.0779964,533.5677954
296,624.6837817,419.5047685,603.551342,643.7272061,477.4369085
297,587.468692,580.5746757,715.739721,481.4148277,571.9672376
298,598.1046689,592.8259892,698.6565382,504.9535656,550.3534461
299,668.7281629,370.2483743,645.6705302,559.595301,694.3011897
300,659.4355216,363.166188,602.9272384,391.9278006,794.9242336
301,563.5228028,618.2338904,673.480979,512.602705,524.1132832
302,638.8054224,525.8591387,601.8383958,558.7862692,461.7878044
303,261.8850105,298.4849467,819.0869701,539.8731942,645.5359582
304,649.612564,460.0133582,650.3130696,583.9287689,495.6583718
305,607.7087627,569.2751575,650.6152741,590.6283712,450.8907379
306,659.0947383,400.2681451,643.1885101,537.1370158,603.4179848
307,652.6412635,341.5771733,595.8866284,394.0432286,746.1573398
308,479.8685951,677.6915956,651.1935198,511.255214,550.0090328
309,680.6831502,357.9975416,590.2277798,613.9402372,442.0691605
310,648.7126793,353.1437402,658.8376337,590.5629166,644.6155599
311,661.2594622,387.8803931,574.4955357,630.7806668,550.8178011
312,300.3153074,308.0000153,835.9405756,527.6992367,611.4182929
313,682.656866,375.9015543,622.7060753,574.2911928,693.0388669
314,705.2454902,385.1987429,611.7223224,461.7327379,520.130983
315,642.1498356,510.0296121,673.98427,441.9276116,461.4076418
316,663.2410306,397.5408605,608.5326327,441.1969265,657.3741531
317,507.3299321,645.8574326,679.8535595,542.3329057,580.8192359
318,666.6179713,405.7363954,665.3425784,485.2608374,683.973962
319,639.8573846,542.2679403,622.1958884,529.6286217,547.6110385
320,564.1864278,595.5536467,636.6312054,482.9920607,631.7632074
321,658.2910705,370.3568703,713.051661,584.4811678,577.2302155
322,253.5198663,310.1410579,810.0073038,523.7013113,576.7176451
323,549.17883,643.5164052,739.5985968,561.8980594,466.7996115
324,572.9624042,578.8097402,663.8512682,531.8336688,660.0979569
325,668.7948836,392.8256229,626.8147906,271.2098719,727.6922355
326,583.2541786,613.7909398,638.722065,397.758663,392.5972137
327,668.3655306,533.8117017,660.7171765,489.8969358,229.5891092
328,664.8726294,366.1117433,580.0928736,248.8958574,679.4278307
329,512.8803878,654.5152191,651.9604117,438.1737052,527.1179306
330,654.0050504,407.5503543,578.3062461,167.6778508,563.8526363
331,571.7891014,613.8940971,658.596389,518.3398621,507.9678735
332,540.7288367,635.9339689,676.2530356,461.5971863,533.1179166
333,601.1851177,571.0751036,665.7452854,466.4170877,593.1956446
334,610.421435,551.6480604,685.1975737,529.809692,554.9632515
335,534.2229508,597.3113626,631.4983871,571.9684731,689.436931
336,650.0637784,533.3171321,685.9580106,480.7342434,450.2462581
337,723.1818096,364.8285187,512.749631,269.2115731,547.9222428
338,285.6557317,312.6494269,837.3816928,498.1728098,530.2441933
339,678.5725349,388.390526,596.3344954,320.4644235,612.9418298
340,561.8659976,622.9617218,637.4718075,374.9664545,420.1942914
341,680.468489,373.5027942,591.2726468,266.0433842,674.6737089
342,608.5201096,589.260631,724.7739526,463.4833441,562.891449
343,531.387587,650.1148334,675.7130657,404.1196879,450.507724
344,516.3748721,656.076744,616.3029782,508.0390501,636.348124
345,607.3601677,531.1073846,714.4574826,554.1959451,684.4651199
346,477.036181,688.0256692,620.5453198,252.9448461,311.6660363
347,503.640163,651.3112742,650.1088066,351.2779205,552.5476966
348,665.0737394,383.4036104,593.2024961,376.1407369,667.8829935
349,613.8480548,556.1844101,678.6001815,551.6633918,608.8882203
350,275.0368657,345.1263308,803.2692054,489.618252,592.0632075
351,568.2790808,605.4524587,688.6902453,628.2507033,566.9203965
352,500.7720312,658.5037615,656.3135259,440.2497289,573.7816288
353,658.3200248,404.7541361,610.6387791,723.9740962,401.2880815
354,671.6389708,375.293722,610.7629839,657.1074324,386.6099666
355,606.4742904,566.1827819,671.711161,529.0428854,434.8011066
356,687.2169469,454.7402761,662.5793957,510.9167249,494.9996152
357,423.6720087,694.9429576,658.0918188,435.070472,690.8189214
358,625.5328601,562.4359968,742.7417664,412.9985227,425.1299612
359,673.7926246,390.7217884,614.2606472,610.3339728,540.5943637
360,680.7571333,443.565225,605.5435667,481.4543475,496.5366847
361,448.0597647,670.8750713,591.0073641,375.7752019,564.5866314
362,550.6555716,610.8352052,679.6442478,576.1469314,622.3263245
363,654.9737048,513.4407314,655.8077021,440.086777,383.3153276
364,444.526857,683.0279081,586.2516034,356.4223493,585.8919377
365,659.547009,420.3995877,600.9196591,551.5651435,549.1598363
366,554.1254135,616.2047093,679.2205473,499.796047,619.0813677
367,529.915147,653.3204855,672.5656797,392.1149382,391.4947876
368,666.9375506,405.5196922,654.5108445,461.1470801,568.2121351
369,698.1169764,411.3072782,616.882037,282.3480739,501.3038396
370,691.7879749,413.4299311,616.365132,393.3765808,495.4280416
371,681.7775169,425.057215,591.3501449,298.5523826,474.957246
372,564.4631124,613.3519432,669.5220582,465.6250209,598.671074
373,643.1046517,573.4549583,703.3794515,510.6480379,474.0381229
374,276.9542404,324.5185474,829.2179418,435.569863,531.0994972
375,678.2414022,337.0886134,622.9645797,488.9201265,561.6761441
376,557.8784145,636.6940192,627.0296734,323.6704002,487.6403513
377,268.0302918,324.0584173,820.5154701,507.0125122,629.9905343
378,279.0522039,303.9577003,781.6638565,538.4146186,476.1267626
379,281.3072275,321.1808124,801.4184066,482.1399306,525.5852037
380,678.7128265,338.6942871,607.2926053,494.2259581,605.3448692
381,613.8830128,623.324922,677.0073843,322.4534138,316.0376881
382,701.4835176,354.3641517,588.1035707,344.5627335,491.7294422
383,288.111437,328.6481078,824.7562126,539.2839709,593.3697976
384,694.2260538,406.168408,682.4947825,291.0527277,485.9840906
385,670.4125007,418.9765416,649.0588248,553.3250446,516.0950084
386,503.5549652,651.3565173,645.827664,260.8597578,440.0077504
387,692.1954477,396.4527673,655.1128299,427.7360583,595.8950598
388,624.0151478,571.994519,665.1963011,418.0540451,368.5645419
389,640.2502743,398.0295461,620.0014917,662.835759,674.8053849
390,636.0222423,417.8571044,639.1002922,541.4990731,662.6846336
391,515.3790644,613.9543918,678.1494839,556.0537747,562.1539735
392,652.2619972,445.2997626,671.9524163,588.3437029,466.8401286
393,576.7145111,565.4123325,750.0919336,651.43013,619.6590196
394,643.4006187,397.1157963,564.798883,410.51806,701.9456587
395,285.8047094,316.8454412,721.5350423,493.7535904,580.801249
396,657.9728077,393.5766251,588.8795098,479.9649276,584.2624706
397,419.9226455,682.8563833,547.7541037,384.9975366,596.4340424
398,595.1412227,518.9131041,672.5608662,677.4639832,607.6278917
399,678.0059702,358.3607685,529.7024754,569.3547773,575.6458727
400,305.8001571,310.9156321,758.4447557,400.3667016,522.4747065
401,577.1440929,584.4590173,673.1716017,596.9782548,548.7967813
402,641.6338167,376.9979291,625.845736,525.1745872,541.1725965
403,665.0317541,386.5668464,557.6666606,705.5093804,406.5527914
404,632.5013656,419.7241101,623.7335191,653.3698018,631.6094986
405,452.7152681,673.202799,550.4249626,405.9435057,605.6869959
406,591.8864592,584.4158105,669.5549421,697.9048325,479.209736
407,567.2553771,628.8017066,616.8135296,462.0428892,529.740495
408,618.2753743,443.9319514,685.1921299,484.7130114,785.0374315
409,656.4064771,481.9443513,638.6298906,571.3295834,318.740649
410,645.3103222,417.3302674,677.4039642,571.5150548,482.4282027
411,563.6504246,617.2482871,668.8540592,549.6312777,544.47676
412,439.0530767,665.1823521,596.1675503,423.8887867,696.3713862
413,533.0659977,644.9279176,680.9894167,507.2930707,491.571613
414,538.5510476,614.493561,596.3459061,523.3335109,637.957336
415,661.4724334,361.9431397,546.2813748,440.3329634,605.5282565
416,465.3289945,654.1955948,673.7046572,421.746144,650.3932079
417,426.5538215,678.262837,631.0429858,454.6820235,627.4477935
418,638.6353071,479.0733297,618.0110421,590.4964855,402.5298625
419,507.077538,634.1133109,586.3332338,350.198287,606.2098024
420,452.3006666,679.8377844,593.7656914,419.2192461,580.9225492
421,526.4843339,581.2067819,600.8406573,617.8209073,674.9741119
422,662.3707566,417.9501154,656.3673605,605.7110581,534.2362482
423,598.1010708,546.4657184,667.1592298,471.077244,618.8127119
424,684.6481651,382.5509214,631.4160513,491.4485268,578.641705
425,689.6257539,380.0462174,582.2305567,487.5283115,498.0660986
426,562.6937114,588.9457626,707.2709392,543.7551648,703.220967
427,632.9421822,515.0955649,637.4834127,600.0105928,456.8046798
428,430.8964109,661.2177404,650.9534163,507.7176337,766.6336689
429,672.4218897,445.5768831,591.2309636,499.5556613,418.9915151
430,560.3129573,585.7653809,672.2134405,529.1546606,673.3786557
431,470.5416833,666.6756248,598.3721469,510.7833396,567.6985169
432,720.0838426,424.0728207,592.0380643,411.1049434,233.6435931
433,663.4674693,439.3392987,654.1303353,484.4624347,632.7456757
434,570.3549301,616.9204318,653.3930584,560.0491544,544.757407
435,612.3948721,554.7894125,717.7039694,459.4318415,489.8239377
436,580.3757956,582.3400561,615.7028886,553.1799817,460.321231
437,617.503587,410.4932575,613.9830234,574.0739753,614.8874353
438,696.8527253,361.5212572,569.3373967,366.6176744,600.7296431
439,538.3312258,638.6138834,622.5723586,405.2595202,513.2608076
440,642.2069082,400.9612841,597.4956579,564.073399,565.0473139
441,454.2111455,655.2873663,615.8166985,242.4069672,566.7615696
442,644.1727016,515.1234872,699.5369797,578.168785,449.2089259
443,553.983998,647.1271592,695.1082959,561.895729,491.7851893
